path_uid,from_node,to_node,path_id,node_index,node_id,offset_time
OUT1__P6__path_1,OUT1,P6,path_1,0,OUT1,0.0
OUT1__P6__path_1,OUT1,P6,path_1,1,P6,5.591
OUT1__P7__path_1,OUT1,P7,path_1,0,OUT1,0.0
OUT1__P7__path_1,OUT1,P7,path_1,1,P7,5.58
OUT1__P8__path_1,OUT1,P8,path_1,0,OUT1,0.0
OUT1__P8__path_1,OUT1,P8,path_1,1,P8,3.466
OUT1__P9__path_1,OUT1,P9,path_1,0,OUT1,0.0
OUT1__P9__path_1,OUT1,P9,path_1,1,P9,7.553
OUT1__SORT1__path_1,OUT1,SORT1,path_1,0,OUT1,0.0
OUT1__SORT1__path_1,OUT1,SORT1,path_1,1,SORT1,2.383
OUT1__SORT2__path_1,OUT1,SORT2,path_1,0,OUT1,0.0
OUT1__SORT2__path_1,OUT1,SORT2,path_1,1,SORT2,2.804
OUT1__OUT2__path_1,OUT1,OUT2,path_1,0,OUT1,0.0
OUT1__OUT2__path_1,OUT1,OUT2,path_1,1,OUT2,2.0
OUT1__CHG1__path_1,OUT1,CHG1,path_1,0,OUT1,0.0
OUT1__CHG1__path_1,OUT1,CHG1,path_1,1,CHG1,11.787
OUT1__CHG2__path_1,OUT1,CHG2,path_1,0,OUT1,0.0
OUT1__CHG2__path_1,OUT1,CHG2,path_1,1,CHG2,3.787
OUT2__IN1__path_1,OUT2,IN1,path_1,0,OUT2,0.0
OUT2__IN1__path_1,OUT2,IN1,path_1,1,IN1,13.201
OUT2__IN2__path_1,OUT2,IN2,path_1,0,OUT2,0.0
OUT2__IN2__path_1,OUT2,IN2,path_1,1,IN2,12.414
OUT2__P1__path_1,OUT2,P1,path_1,0,OUT2,0.0
OUT2__P1__path_1,OUT2,P1,path_1,1,P1,10.85
OUT2__P2__path_1,OUT2,P2,path_1,0,OUT2,0.0
OUT2__P2__path_1,OUT2,P2,path_1,1,P2,8.831
OUT2__P3__path_1,OUT2,P3,path_1,0,OUT2,0.0
OUT2__P3__path_1,OUT2,P3,path_1,1,P3,9.366
OUT2__P4__path_1,OUT2,P4,path_1,0,OUT2,0.0
OUT2__P4__path_1,OUT2,P4,path_1,1,P4,9.15
OUT2__P5__path_1,OUT2,P5,path_1,0,OUT2,0.0
OUT2__P5__path_1,OUT2,P5,path_1,1,P5,6.441
OUT2__P6__path_1,OUT2,P6,path_1,0,OUT2,0.0
OUT2__P6__path_1,OUT2,P6,path_1,1,P6,4.763
OUT2__P7__path_1,OUT2,P7,path_1,0,OUT2,0.0
OUT2__P7__path_1,OUT2,P7,path_1,1,P7,6.408
OUT2__P8__path_1,OUT2,P8,path_1,0,OUT2,0.0
OUT2__P8__path_1,OUT2,P8,path_1,1,P8,3.963
OUT2__P9__path_1,OUT2,P9,path_1,0,OUT2,0.0
OUT2__P9__path_1,OUT2,P9,path_1,1,P9,6.724
OUT2__SORT1__path_1,OUT2,SORT1,path_1,0,OUT2,0.0
OUT2__SORT1__path_1,OUT2,SORT1,path_1,1,SORT1,3.046
OUT2__SORT2__path_1,OUT2,SORT2,path_1,0,OUT2,0.0
OUT2__SORT2__path_1,OUT2,SORT2,path_1,1,SORT2,1.741
OUT2__OUT1__path_1,OUT2,OUT1,path_1,0,OUT2,0.0
OUT2__OUT1__path_1,OUT2,OUT1,path_1,1,OUT1,2.0
OUT2__CHG1__path_1,OUT2,CHG1,path_1,0,OUT2,0.0
OUT2__CHG1__path_1,OUT2,CHG1,path_1,1,CHG1,12.615
OUT2__CHG2__path_1,OUT2,CHG2,path_1,0,OUT2,0.0
OUT2__CHG2__path_1,OUT2,CHG2,path_1,1,CHG2,5.143
CHG1__IN1__path_1,CHG1,IN1,path_1,0,CHG1,0.0
CHG1__IN1__path_1,CHG1,IN1,path_1,1,IN1,1.414
CHG1__IN2__path_1,CHG1,IN2,path_1,0,CHG1,0.0
CHG1__IN2__path_1,CHG1,IN2,path_1,1,IN2,5.314
CHG1__P1__path_1,CHG1,P1,path_1,0,CHG1,0.0
CHG1__P1__path_1,CHG1,P1,path_1,1,P1,2.473
CHG1__P2__path_1,CHG1,P2,path_1,0,CHG1,0.0
CHG1__P2__path_1,CHG1,P2,path_1,1,P2,5.366
CHG1__P3__path_1,CHG1,P3,path_1,0,CHG1,0.0
CHG1__P3__path_1,CHG1,P3,path_1,1,P3,6.318
CHG1__P4__path_1,CHG1,P4,path_1,0,CHG1,0.0
CHG1__P4__path_1,CHG1,P4,path_1,1,P4,4.656
CHG1__P5__path_1,CHG1,P5,path_1,0,CHG1,0.0
CHG1__P5__path_1,CHG1,P5,path_1,1,P5,6.725
CHG1__P6__path_1,CHG1,P6,path_1,0,CHG1,0.0
CHG1__P6__path_1,CHG1,P6,path_1,1,P6,9.823
CHG1__P7__path_1,CHG1,P7,path_1,0,CHG1,0.0
CHG1__P7__path_1,CHG1,P7,path_1,1,P7,6.714
CHG1__P8__path_1,CHG1,P8,path_1,0,CHG1,0.0
CHG1__P8__path_1,CHG1,P8,path_1,1,P8,9.59
CHG1__P9__path_1,CHG1,P9,path_1,0,CHG1,0.0
CHG1__P9__path_1,CHG1,P9,path_1,1,P9,7.74
CHG1__SORT1__path_1,CHG1,SORT1,path_1,0,CHG1,0.0
CHG1__SORT1__path_1,CHG1,SORT1,path_1,1,SORT1,9.804
CHG1__SORT2__path_1,CHG1,SORT2,path_1,0,CHG1,0.0
CHG1__SORT2__path_1,CHG1,SORT2,path_1,1,SORT2,11.425
CHG1__OUT1__path_1,CHG1,OUT1,path_1,0,CHG1,0.0
CHG1__OUT1__path_1,CHG1,OUT1,path_1,1,OUT1,11.787
CHG1__OUT2__path_1,CHG1,OUT2,path_1,0,CHG1,0.0
CHG1__OUT2__path_1,CHG1,OUT2,path_1,1,OUT2,12.615
CHG1__CHG2__path_1,CHG1,CHG2,path_1,0,CHG1,0.0
CHG1__CHG2__path_1,CHG1,CHG2,path_1,1,CHG2,8.0
CHG2__IN1__path_1,CHG2,IN1,path_1,0,CHG2,0.0
CHG2__IN1__path_1,CHG2,IN1,path_1,1,IN1,9.414
CHG2__IN2__path_1,CHG2,IN2,path_1,0,CHG2,0.0
CHG2__IN2__path_1,CHG2,IN2,path_1,1,IN2,11.733
CHG2__P1__path_1,CHG2,P1,path_1,0,CHG2,0.0
CHG2__P1__path_1,CHG2,P1,path_1,1,P1,6.566
CHG2__P2__path_1,CHG2,P2,path_1,0,CHG2,0.0
CHG2__P2__path_1,CHG2,P2,path_1,1,P2,6.238
CHG2__P3__path_1,CHG2,P3,path_1,0,CHG2,0.0
CHG2__P3__path_1,CHG2,P3,path_1,1,P3,8.86
CHG2__P4__path_1,CHG2,P4,path_1,0,CHG2,0.0
CHG2__P4__path_1,CHG2,P4,path_1,1,P4,4.949
CHG2__P5__path_1,CHG2,P5,path_1,0,CHG2,0.0
CHG2__P5__path_1,CHG2,P5,path_1,1,P5,6.404
CHG2__P6__path_1,CHG2,P6,path_1,0,CHG2,0.0
CHG2__P6__path_1,CHG2,P6,path_1,1,P6,6.014
CHG2__P7__path_1,CHG2,P7,path_1,0,CHG2,0.0
CHG2__P7__path_1,CHG2,P7,path_1,1,P7,2.29
CHG2__P8__path_1,CHG2,P8,path_1,0,CHG2,0.0
CHG2__P8__path_1,CHG2,P8,path_1,1,P8,2.424
CHG2__P9__path_1,CHG2,P9,path_1,0,CHG2,0.0
CHG2__P9__path_1,CHG2,P9,path_1,1,P9,6.863
CHG2__SORT1__path_1,CHG2,SORT1,path_1,0,CHG2,0.0
CHG2__SORT1__path_1,CHG2,SORT1,path_1,1,SORT1,2.39
CHG2__SORT2__path_1,CHG2,SORT2,path_1,0,CHG2,0.0
CHG2__SORT2__path_1,CHG2,SORT2,path_1,1,SORT2,4.538
CHG2__OUT1__path_1,CHG2,OUT1,path_1,0,CHG2,0.0
CHG2__OUT1__path_1,CHG2,OUT1,path_1,1,OUT1,3.787
CHG2__OUT2__path_1,CHG2,OUT2,path_1,0,CHG2,0.0
CHG2__OUT2__path_1,CHG2,OUT2,path_1,1,OUT2,5.143
CHG2__CHG1__path_1,CHG2,CHG1,path_1,0,CHG2,0.0
CHG2__CHG1__path_1,CHG2,CHG1,path_1,1,CHG1,8.0
